nh,chn_start,chn_end,length,structure,roughness_limit,rut_limit,crack_limit,ravelling_limit,roughness,rut_depth,crack_area,area,start_lat,start_long,frame,timestamp
NH148N,271700,271800,100,,2400,5,5,1,1134.0,5.0,0.0,0.0,26.14295,76.24773,4878,975600
NH148N,271800,271900,100,,2400,5,5,1,1000.0,4.9,0.002,0.0,26.14205,76.24784,4898,979600
NH148N,271900,272000,100,,2400,5,5,1,1126.0,4.0,0.003,0.014,26.14116,76.24795,4918,983600
NH148N,272000,272100,100,SVUP,2400,5,5,1,1300.0,4.5,0.003,0.004,26.14026,76.24807,4938,987600
NH148N,272100,272200,100,,2400,5,5,1,794.0,5.4,0.002,0.0,26.13937,76.24819,4958,991600
NH148N,272200,272300,100,Culvert,2400,5,5,1,933.0,4.8,0.003,0.019,26.13847,76.2483,4978,995600
NH148N,272300,272400,100,,2400,5,5,1,874.0,4.6,0.001,0.0,26.13757,76.24842,4998,999600
NH148N,272400,272500,100,,2400,5,5,1,860.0,3.8,0.012,0.002,26.13668,76.24853,5018,1003600
NH148N,272500,272600,100,Culvert,2400,5,5,1,882.0,5.0,0.001,0.0,26.13578,76.24865,5038,1007600
NH148N,272600,272700,100,LVUP,2400,5,5,1,1477.0,4.5,0.001,0.0,26.13489,76.24876,5058,1011600
NH148N,272700,272800,100,,2400,5,5,1,1354.0,4.3,0.0,0.0,26.13398,76.24888,5078,1015600
NH148N,272800,272900,100,,2400,5,5,1,1485.0,4.3,0.0,0.0,26.13308,76.24899,5098,1019600
NH148N,272900,273000,100,,2400,5,5,1,1044.0,3.8,0.0,0.0,26.13219,76.24911,5118,1023600
NH148N,273000,273100,100,,2400,5,5,1,2628.0,4.2,0.001,0.0,26.13129,76.24922,5138,1027599
NH148N,273100,273200,100,,2400,5,5,1,860.0,3.7,0.0,0.004,26.1304,76.24934,5158,1031599
NH148N,273200,273300,100,,2400,5,5,1,1081.0,4.3,0.002,0.0,26.1295,76.24945,5178,1035599
NH148N,273300,273400,100,,2400,5,5,1,1052.0,5.0,0.003,0.005,26.12861,76.24957,5198,1039599
NH148N,273400,273500,100,,2400,5,5,1,1052.0,4.4,0.009,0.0,26.12771,76.24968,5218,1043599
NH148N,273500,273600,100,,2400,5,5,1,1354.0,4.8,0.006,0.025,26.12681,76.2498,5238,1047599
NH148N,273600,273700,100,SVUP,2400,5,5,1,1964.0,4.1,0.004,0.025,26.12592,76.24991,5258,1051600
NH148N,273700,273800,100,,2400,5,5,1,1096.0,5.0,0.002,0.0,26.12502,76.25003,5278,1055600
NH148N,273800,273900,100,Culvert,2400,5,5,1,1948.0,4.7,0.001,0.02,26.12412,76.25015,5298,1059600
NH148N,273900,274000,100,,2400,5,5,1,1531.0,5.2,0.001,0.006,26.12323,76.25026,5318,1063600
NH148N,274000,274100,100,,2400,5,5,1,933.0,4.9,0.001,0.0,26.12233,76.25037,5338,1067600
NH148N,274100,274200,100,Subway,2400,5,5,1,2901.0,4.4,0.001,0.046,26.12143,76.25049,5358,1071600
NH148N,274200,274300,100,,2400,5,5,1,1392.0,3.7,0.003,0.005,26.12054,76.2506,5378,1075600
NH148N,274300,274400,100,,2400,5,5,1,694.0,2.8,0.003,0.012,26.11964,76.25072,5398,1079600
NH148N,274400,274500,100,Culvert,2400,5,5,1,1089.0,3.9,0.004,0.035,26.11875,76.25083,5418,1083600
NH148N,274500,274600,100,,2400,5,5,1,1000.0,3.7,0.006,0.0,26.11785,76.25095,5438,1087600
NH148N,274600,274700,100,,2400,5,5,1,1104.0,4.1,0.004,0.0,26.11695,76.25107,5458,1091600
NH148N,274700,274800,100,,2400,5,5,1,1059.0,4.7,0.004,0.0,26.11606,76.25118,5478,1095600
NH148N,274800,274900,100,,2400,5,5,1,1156.0,4.7,0.002,0.0,26.11516,76.2513,5498,1099600
NH148N,274900,275000,100,,2400,5,5,1,977.0,4.0,0.002,0.0,26.11427,76.25141,5518,1103600
NH148N,275000,275100,100,,2400,5,5,1,940.0,3.3,0.001,0.0,26.11337,76.25153,5538,1107600
NH148N,275100,275200,100,,2400,5,5,1,1044.0,3.9,0.001,0.0,26.11248,76.25164,5558,1111600
NH148N,275200,275300,100,,2400,5,5,1,1500.0,4.6,0.002,0.0,26.11158,76.25175,5578,1115600
NH148N,275300,275400,100,VUP,2400,5,5,1,1687.0,4.8,0.004,0.104,26.11069,76.25187,5598,1119600
NH148N,275400,275500,100,,2400,5,5,1,1323.0,4.9,0.002,0.034,26.10979,76.25199,5618,1123600
NH148N,275500,275600,100,,2400,5,5,1,992.0,4.9,0.0,0.0,26.10889,76.2521,5638,1127600
NH148N,275600,275700,100,,2400,5,5,1,1022.0,5.0,0.0,0.0,26.108,76.25222,5658,1131600
NH148N,275700,275800,100,,2400,5,5,1,1000.0,4.7,0.001,0.137,26.1071,76.25233,5678,1135600
NH148N,275800,275900,100,,2400,5,5,1,1547.0,4.9,0.0,0.44,26.10621,76.25245,5698,1139600
NH148N,275900,276000,100,,2400,5,5,1,896.0,4.8,0.001,0.0,26.10531,76.25256,5718,1143600
NH148N,276000,276100,100,,2400,5,5,1,977.0,4.5,0.001,0.0,26.10441,76.25268,5738,1147600
NH148N,276100,276200,100,,2400,5,5,1,794.0,3.7,0.0,0.0,26.10352,76.25279,5758,1151600
NH148N,276200,276300,100,SVUP,2400,5,5,1,1074.0,4.3,0.0,0.0,26.10262,76.25291,5778,1155600
NH148N,276300,276400,100,,2400,5,5,1,926.0,4.4,0.0,0.0,26.10172,76.25302,5798,1159600
NH148N,276400,276500,100,Culvert,2400,5,5,1,1316.0,4.5,0.001,0.0,26.10083,76.25314,5818,1163600
NH148N,276500,276600,100,,2400,5,5,1,1059.0,4.6,0.0,0.0,26.09993,76.25325,5838,1167600
NH148N,276600,276700,100,,2400,5,5,1,1037.0,4.8,0.001,0.0,26.09904,76.25337,5858,1171600
NH148N,276700,276800,100,,2400,5,5,1,831.0,4.2,0.002,0.0,26.09814,76.25348,5878,1175600
NH148N,276800,276900,100,Culvert,2400,5,5,1,1096.0,4.3,0.001,0.0,26.09724,76.2536,5898,1179600
NH148N,276900,277000,100,,2400,5,5,1,882.0,4.2,0.001,0.0,26.09635,76.25371,5918,1183600
NH148N,277000,277100,100,,2400,5,5,1,852.0,4.7,0.001,0.0,26.09545,76.25383,5938,1187600
NH148N,277100,277200,100,,2400,5,5,1,2092.0,3.7,0.001,0.03,26.09456,76.25394,5958,1191600
NH148N,277200,277300,100,Minor Bridge,2400,5,5,1,1392.0,3.9,0.001,0.023,26.09366,76.25406,5978,1195600
NH148N,277300,277400,100,SVUP,2400,5,5,1,1081.0,4.4,0.005,0.0,26.09277,76.25417,5998,1199600
NH148N,277400,277500,100,,2400,5,5,1,1837.0,4.1,0.002,0.0,26.09187,76.25429,6018,1203600
NH148N,277500,277600,100,,2400,5,5,1,1059.0,4.5,0.005,0.0,26.09098,76.2544,6038,1207600
NH148N,277600,277700,100,,2400,5,5,1,1194.0,5.2,0.002,0.0,26.09008,76.25452,6058,1211600
NH148N,277700,277800,100,SVUP,2400,5,5,1,1423.0,4.4,0.001,0.007,26.08918,76.25463,6078,1215600
NH148N,277800,277900,100,,2400,5,5,1,1323.0,3.9,0.0,0.0,26.08829,76.25475,6098,1219600
NH148N,277900,278000,100,Culvert,2400,5,5,1,1531.0,2.6,0.001,0.037,26.08739,76.25486,6118,1223600
NH148N,278000,278100,100,,2400,5,5,1,926.0,3.8,0.0,0.0,26.0865,76.25498,6138,1227600
NH148N,278100,278200,100,,2400,5,5,1,1179.0,4.7,0.0,0.0,26.0856,76.25509,6158,1231600
NH148N,278200,278300,100,,2400,5,5,1,1119.0,3.0,0.003,0.0,26.0847,76.25521,6178,1235600
NH148N,278300,278400,100,Culvert,2400,5,5,1,2052.0,3.1,0.002,0.0,26.08381,76.25532,6198,1239600
NH148N,278400,278500,100,,2400,5,5,1,911.0,3.2,0.001,0.0,26.08291,76.25544,6218,1243600
NH148N,278500,278600,100,Culvert,2400,5,5,1,1134.0,3.8,0.005,0.006,26.08202,76.25555,6238,1247600
NH148N,278600,278700,100,,2400,5,5,1,860.0,4.8,0.005,0.0,26.08112,76.25567,6258,1251600
NH148N,278700,278800,100,,2400,5,5,1,918.0,4.8,0.004,0.0,26.08023,76.25578,6278,1255600
NH148N,278800,278900,100,,2400,5,5,1,1377.0,4.1,0.002,0.0,26.07933,76.2559,6298,1259600
NH148N,278900,279000,100,SVUP,2400,5,5,1,2342.0,4.0,0.011,0.0,26.07844,76.25601,6318,1263600
NH148N,279000,279100,100,,2400,5,5,1,1209.0,5.0,0.003,0.0,26.07753,76.25613,6338,1267600
NH148N,279100,279200,100,,2400,5,5,1,1493.0,3.4,0.003,0.004,26.07663,76.25624,6358,1271600
NH148N,279200,279300,100,Culvert,2400,5,5,1,1790.0,4.4,0.001,0.0,26.07574,76.25636,6378,1275600
NH148N,279300,279400,100,,2400,5,5,1,1339.0,4.8,0.002,0.0,26.07484,76.25648,6398,1279600
NH148N,279400,279500,100,,2400,5,5,1,1408.0,4.1,0.001,0.0,26.07395,76.25659,6418,1283600
NH148N,279500,279600,100,LVUP,2400,5,5,1,1547.0,4.5,0.001,0.0,26.07305,76.25671,6438,1287600
NH148N,279600,279700,100,,2400,5,5,1,1074.0,4.8,0.004,0.0,26.07216,76.25682,6458,1291600
NH148N,279700,279800,100,,2400,5,5,1,970.0,4.6,0.006,0.0,26.07126,76.25693,6478,1295600
NH148N,279800,279900,100,,2400,5,5,1,1346.0,4.2,0.003,0.0,26.07036,76.25705,6498,1299600
NH148N,279900,280000,100,,2400,5,5,1,1362.0,4.6,0.004,0.0,26.06947,76.25716,6518,1303600
NH148N,280000,280100,100,Culvert,2400,5,5,1,1594.0,4.3,0.003,0.0,26.06857,76.25728,6538,1307600
NH148N,280100,280200,100,,2400,5,5,1,1074.0,3.9,0.002,0.0,26.06768,76.25739,6558,1311600
NH148N,280200,280300,100,,2400,5,5,1,1187.0,4.1,0.002,0.0,26.06678,76.25751,6578,1315600
NH148N,280300,280400,100,SVUP,2400,5,5,1,1869.0,3.6,0.004,0.0,26.06588,76.25762,6598,1319600
NH148N,280400,280500,100,,2400,5,5,1,1141.0,3.9,0.004,0.0,26.06499,76.25774,6618,1323600
NH148N,280500,280600,100,,2400,5,5,1,992.0,3.1,0.004,0.0,26.06409,76.25785,6638,1327600
NH148N,280600,280700,100,Culvert,2400,5,5,1,1719.0,2.2,0.003,0.0,26.0632,76.25797,6658,1331600
NH148N,280700,280800,100,,2400,5,5,1,1037.0,4.0,0.003,0.0,26.0623,76.25808,6678,1335600
NH148N,280800,280900,100,,2400,5,5,1,1285.0,3.1,0.005,0.0,26.06141,76.25819,6698,1339600
NH148N,280900,281000,100,LVUP,2400,5,5,1,1782.0,3.6,0.004,0.0,26.06051,76.25831,6718,1343600
NH148N,281000,281100,100,,2400,5,5,1,1369.0,4.7,0.005,0.0,26.05962,76.25843,6738,1347600
NH148N,281100,281200,100,,2400,5,5,1,1278.0,4.7,0.005,0.0,26.05872,76.25854,6758,1351600
NH148N,281200,281300,100,Culvert,2400,5,5,1,2004.0,4.9,0.006,0.0,26.05782,76.25866,6778,1355600
NH148N,281300,281400,100,,2400,5,5,1,1007.0,4.4,0.004,0.0,26.05693,76.25877,6798,1359600
NH148N,281400,281500,100,,2400,5,5,1,1014.0,4.2,0.007,0.0,26.05603,76.25889,6818,1363600
NH148N,281500,281600,100,,2400,5,5,1,1052.0,4.5,0.003,0.0,26.05513,76.259,6838,1367600
NH148N,281600,281700,100,,2400,5,5,1,1469.0,4.2,0.001,0.006,26.05424,76.25912,6858,1371600
NH148N,281700,281800,100,Culvert,2400,5,5,1,1508.0,4.4,0.003,0.0,26.05334,76.25923,6878,1375600
NH148N,281800,281900,100,,2400,5,5,1,1179.0,4.3,0.003,0.0,26.05244,76.25934,6898,1379600
NH148N,281900,282000,100,Culvert,2400,5,5,1,2092.0,2.9,0.001,0.021,26.05155,76.25947,6918,1383600
NH148N,282000,282100,100,,2400,5,5,1,1224.0,1.8,0.002,0.022,26.05065,76.25958,6938,1387600
NH148N,282100,282200,100,SVUP,2400,5,5,1,2416.0,4.0,0.005,0.023,26.04975,76.25969,6958,1391600
NH148N,282200,282300,100,,2400,5,5,1,2448.0,4.7,0.005,0.0,26.04886,76.25981,6978,1395600
NH148N,282300,282400,100,Culvert,2400,5,5,1,1988.0,4.4,0.002,0.032,26.04796,76.25992,6998,1399600
NH148N,282400,282500,100,,2400,5,5,1,970.0,5.4,0.001,0.0,26.04706,76.26004,7018,1403600
NH148N,282500,282600,100,Culvert,2400,5,5,1,1924.0,4.7,0.002,0.029,26.04617,76.26016,7038,1407600
NH148N,282600,282700,100,Culvert,2400,5,5,1,1782.0,4.3,0.001,0.011,26.04527,76.26027,7058,1411600
NH148N,282700,282800,100,,2400,5,5,1,1377.0,4.2,0.006,0.0,26.04438,76.26038,7078,1415600
NH148N,282800,282900,100,,2400,5,5,1,1022.0,4.0,0.002,0.0,26.04348,76.2605,7098,1419600
NH148N,282900,283000,100,,2400,5,5,1,1719.0,3.7,0.002,0.0,26.04258,76.26061,7118,1423600
NH148N,283000,283100,100,,2400,5,5,1,1247.0,5.0,0.002,0.0,26.04169,76.26073,7138,1427600
NH148N,283100,283200,100,,2400,5,5,1,1141.0,5.1,0.006,0.0,26.04079,76.26084,7158,1431600
NH148N,283200,283300,100,,2400,5,5,1,1408.0,4.7,0.003,0.0,26.0399,76.26096,7178,1435600
NH148N,283300,283400,100,LVUP,2400,5,5,1,3278.0,4.4,0.006,0.012,26.039,76.26107,7198,1439600
NH148N,283400,283500,100,,2400,5,5,1,1400.0,5.4,0.005,0.0,26.0381,76.26119,7218,1443600
NH148N,283500,283600,100,,2400,5,5,1,2092.0,3.9,0.002,0.0,26.03721,76.2613,7238,1447600
NH148N,283600,283700,100,,2400,5,5,1,1400.0,5.1,0.003,0.0,26.03631,76.26142,7258,1451600
NH148N,283700,283800,100,,2400,5,5,1,1278.0,3.4,0.001,0.0,26.03542,76.26153,7278,1455600
NH148N,283800,283900,100,,2400,5,5,1,1392.0,3.8,0.0,0.0,26.03452,76.26165,7298,1459600
NH148N,283900,284000,100,VUP,2400,5,5,1,1742.0,3.7,0.001,0.0,26.03363,76.26176,7318,1463600
NH148N,284000,284100,100,,2400,5,5,1,1633.0,4.1,0.001,0.0,26.03273,76.26188,7338,1467600
NH148N,284100,284200,100,,2400,5,5,1,1346.0,3.6,0.002,0.005,26.03183,76.26199,7358,1471600
NH148N,284200,284300,100,ROB,2400,5,5,1,1703.0,2.8,1.233,0.04,26.03094,76.26211,7378,1475600
NH148N,284300,284400,100,ROB,2400,5,5,1,1853.0,2.7,0.636,0.0,26.03004,76.26222,7398,1479600
NH148N,284400,284500,100,,2400,5,5,1,1477.0,4.1,0.004,0.0,26.02914,76.26233,7418,1483600
NH148N,284500,284600,100,,2400,5,5,1,1172.0,5.1,0.008,0.0,26.02825,76.26245,7438,1487600
NH148N,284600,284700,100,,2400,5,5,1,1074.0,4.8,0.002,0.0,26.02735,76.26257,7458,1491600
NH148N,284700,284800,100,,2400,5,5,1,2269.0,3.8,0.002,0.048,26.02645,76.26268,7478,1495600
NH148N,284800,284900,100,Culvert,2400,5,5,1,1790.0,3.1,0.001,0.0,26.02555,76.2628,7498,1499600
NH148N,284900,285000,100,,2400,5,5,1,1029.0,4.3,0.002,0.0,26.02466,76.26291,7518,1503600
NH148N,285000,285100,100,,2400,5,5,1,1141.0,4.2,0.002,0.0,26.02376,76.263,7538,1507600
NH148N,285100,285200,100,,2400,5,5,1,940.0,4.4,0.002,0.0,26.02286,76.26309,7558,1511600
NH148N,285200,285300,100,,2400,5,5,1,1232.0,4.7,0.01,0.0,26.02196,76.26316,7578,1515600
NH148N,285300,285400,100,SVUP,2400,5,5,1,1940.0,2.5,0.001,0.0,26.02106,76.26322,7598,1519600
NH148N,285400,285500,100,,2400,5,5,1,1392.0,4.7,0.0,0.0,26.02015,76.26327,7618,1523600
NH148N,285500,285600,100,Minor Bridge,2400,5,5,1,1609.0,3.6,0.002,0.0,26.01925,76.26331,7638,1527600
NH148N,285600,285700,100,Culvert,2400,5,5,1,1633.0,4.0,0.003,0.0,26.01834,76.26333,7658,1531600
NH148N,285700,285800,100,,2400,5,5,1,1516.0,4.9,0.001,0.0,26.01744,76.26334,7678,1535600
NH148N,285800,285900,100,Minor Bridge,2400,5,5,1,2310.0,3.4,0.002,0.0,26.01654,76.26333,7698,1539600
NH148N,285900,286000,100,,2400,5,5,1,2036.0,4.7,0.003,0.009,26.01564,76.26332,7718,1543600
NH148N,286000,286100,100,,2400,5,5,1,1194.0,5.3,0.002,0.0,26.01473,76.26329,7738,1547600
NH148N,286100,286200,100,,2400,5,5,1,1111.0,5.0,0.001,0.0,26.01383,76.26325,7758,1551600
NH148N,286200,286300,100,,2400,5,5,1,1362.0,4.2,0.003,0.0,26.01293,76.2632,7778,1555600
NH148N,286300,286400,100,SVUP,2400,5,5,1,2044.0,3.8,0.003,0.096,26.01203,76.26314,7798,1559600
NH148N,286400,286500,100,,2400,5,5,1,1916.0,4.3,0.0,0.007,26.01113,76.26306,7818,1563600
NH148N,286500,286600,100,,2400,5,5,1,1687.0,5.1,0.001,0.0,26.01023,76.26297,7838,1567600
NH148N,286600,286700,100,LVUP,2400,5,5,1,2156.0,4.1,0.0,0.0,26.00934,76.26287,7858,1571600
NH148N,286700,286800,100,,2400,5,5,1,2432.0,3.9,0.001,0.002,26.00844,76.26275,7878,1575600
NH148N,286800,286900,100,,2400,5,5,1,1385.0,4.6,0.0,0.0,26.00755,76.26262,7898,1579600
NH148N,286900,287000,100,,2400,5,5,1,1081.0,4.6,0.003,0.0,26.00665,76.26249,7918,1583600
NH148N,287000,287100,100,Culvert,2400,5,5,1,1179.0,4.0,0.001,0.0,26.00576,76.26233,7938,1587600
NH148N,287100,287200,100,,2400,5,5,1,1369.0,4.5,0.002,0.0,26.00487,76.26217,7958,1591600
NH148N,287200,287300,100,,2400,5,5,1,933.0,2.5,0.001,0.0,26.00398,76.262,7978,1595600
NH148N,287300,287400,100,,2400,5,5,1,1369.0,4.5,0.002,0.0,26.0031,76.26181,7998,1599600
NH148N,287400,287500,100,,2400,5,5,1,1679.0,4.7,0.001,0.0,26.00222,76.26161,8018,1603600
NH148N,287500,287600,100,,2400,5,5,1,1885.0,2.6,0.006,0.013,26.00133,76.26139,8038,1607600
NH148N,287600,287700,100,LVUP,2400,5,5,1,1813.0,2.6,0.008,0.017,26.00046,76.26117,8058,1611600
NH148N,287700,287800,100,Major Bridge,2400,5,5,1,2020.0,4.5,0.005,0.009,25.99958,76.26094,8078,1615600
NH148N,287800,287900,100,,2400,5,5,1,1059.0,5.4,0.005,0.0,25.99871,76.26069,8098,1619600
NH148N,287900,288000,100,,2400,5,5,1,1156.0,5.3,0.002,0.0,25.99783,76.26042,8118,1623600
NH148N,288000,288100,100,Culvert,2400,5,5,1,1594.0,5.1,0.005,0.0,25.99697,76.26015,8138,1627600
NH148N,288100,288200,100,,2400,5,5,1,1187.0,5.3,0.004,0.0,25.9961,76.25987,8158,1631600
NH148N,288200,288300,100,,2400,5,5,1,1293.0,5.2,0.009,0.0,25.99524,76.25957,8178,1635600
NH148N,288300,288400,100,,2400,5,5,1,1149.0,5.0,0.006,0.0,25.99438,76.25926,8198,1639600
NH148N,288400,288500,100,SVUP,2400,5,5,1,1255.0,5.0,0.005,0.0,25.99353,76.25894,8218,1643600
NH148N,288500,288600,100,,2400,5,5,1,2416.0,4.0,0.003,0.0,25.99268,76.25861,8238,1647600
NH148N,288600,288700,100,,2400,5,5,1,1695.0,5.2,0.004,0.0,25.99183,76.25827,8258,1651600
NH148N,288700,288800,100,,2400,5,5,1,1217.0,5.0,0.007,0.0,25.99099,76.25791,8278,1655600
NH148N,288800,288900,100,,2400,5,5,1,2440.0,3.8,0.005,0.0,25.99015,76.25754,8298,1659600
NH148N,288900,289000,100,,2400,5,5,1,1524.0,4.2,0.003,0.0,25.98931,76.25717,8318,1663600
NH148N,289000,289100,100,,2400,5,5,1,1377.0,4.5,0.004,0.0,25.98847,76.2568,8338,1667600
NH148N,289100,289200,100,SVUP,2400,5,5,1,2140.0,3.7,0.002,0.005,25.98764,76.25643,8358,1671600
NH148N,289200,289300,100,,2400,5,5,1,1149.0,5.1,0.003,0.0,25.9868,76.25607,8378,1675600
NH148N,289300,289400,100,,2400,5,5,1,1134.0,4.6,0.004,0.0,25.98596,76.2557,8398,1679600
NH148N,289400,289500,100,,2400,5,5,1,977.0,5.0,0.006,0.0,25.98512,76.25533,8418,1683600
NH148N,289500,289600,100,Culvert,2400,5,5,1,1578.0,4.6,0.001,0.0,25.98428,76.25496,8438,1687600
NH148N,289600,289700,100,,2400,5,5,1,2036.0,3.3,0.007,0.046,25.98345,76.25459,8458,1691600
NH148N,289700,289800,100,Minor Bridge,2400,5,5,1,1813.0,3.9,0.003,0.0,25.98261,76.25422,8478,1695600
NH148N,289800,289900,100,,2400,5,5,1,992.0,4.5,0.004,0.0,25.98177,76.25385,8498,1699600
NH148N,289900,290000,100,,2400,5,5,1,1044.0,4.4,0.001,0.0,25.98093,76.25349,8518,1703600
NH148N,290000,290100,100,,2400,5,5,1,1331.0,4.1,0.005,0.0,25.98009,76.25312,8538,1707600
NH148N,290100,290200,100,,2400,5,5,1,955.0,3.8,0.003,0.005,25.97925,76.25275,8558,1711600
NH148N,290200,290300,100,SVUP,2400,5,5,1,1500.0,3.1,0.004,0.0,25.97841,76.25239,8578,1715600
NH148N,290300,290400,100,,2400,5,5,1,1119.0,3.6,0.005,0.0,25.97757,76.25203,8598,1719600
NH148N,290400,290500,100,,2400,5,5,1,1262.0,3.6,0.007,0.0,25.97673,76.25168,8618,1723600
NH148N,290500,290600,100,,2400,5,5,1,1316.0,3.0,0.007,0.0,25.97588,76.25134,8638,1727600
NH148N,290600,290700,100,,2400,5,5,1,,,,,Under Maintenance,Under Maintenance,8658,1731600
